employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,Commercial Savvy & Impact,Curiosity & Experimentation,Forward Thinking & Clarity,Growth Drive & Resilience,Insight & Decision Sharpness,"Lead, Inspire & Empower",Quality Delivery Discipline,Social Empathy & Awareness,Synergy & Team Orientation,Value Creation for Users,papi_score,rank,is_top
EMP100527,3.0,2025,Rendra Situmorang,420241,3,4,6,6,2,2,2,4,5,50,77,58,SD,Steadiness-Dominant,ISTP,133.0,35.0,4,,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.333333333333333,7.5,0
EMP100528,3.0,2025,Lestari Suharto,657020,3,4,5,2,4,3,1,3,3,18,29,20,SC,Steadiness-Conscientious,INTJ,85.0,37.0,1,,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,,4.473684210526316,7.5,0
EMP100529,3.0,2025,Anisa Lukman,868144,2,4,4,1,2,2,1,1,1,46,52,33,ID,Influencer-Dominant,ENTJ,108.0,24.0,3,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,5.111111111111111,7.5,0
EMP100530,,2025,Rizki Lestari Suharto,567757,2,2,2,4,1,2,3,2,1,56,81,64,ID,Influencer-Dominant,INTJ,,,4,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.2105263157894735,7.5,0
EMP100531,4.0,2025,Bella Erlangga Pratama,286789,4,4,1,2,5,2,3,1,2,1,31,87,SD,Steadiness-Dominant,ISTP,,27.0,5,5.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.722222222222222,7.5,0
EMP100532,3.0,2025,Umar Baskara Gunawan,265182,3,1,2,1,4,2,1,1,3,41,61,53,CI,Conscientious-Influencer,ISFJ,,25.0,10,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.4,7.5,0
EMP100533,3.0,2025,Fajar Ananda,208101,1,3,1,4,5,1,3,4,6,19,52,31,SI,Steadiness-Influencer,INFJ,,,8,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.666666666666667,7.5,0
EMP100534,3.0,2025,Rama Kurniawan,280618,4,1,4,6,2,3,2,3,6,20,54,79,SC,Steadiness-Conscientious,ESFJ,103.0,17.0,4,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,6.35,7.5,0
EMP100535,,2025,Wahyu Nabila Saputra,448793,2,3,6,2,5,3,2,3,1,57,34,81,CI,Conscientious-Influencer,ISFJ,132.0,27.0,9,3.0,3.0,,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.105263157894737,7.5,0
EMP100536,5.0,2025,Eko Gunawan,354263,4,4,5,5,5,3,2,1,1,79,23,60,SC,Steadiness-Conscientious,ISFP,121.0,19.0,9,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.944444444444445,7.5,1
EMP100537,2.0,2025,Iman Yulianto,641586,2,1,2,6,1,2,1,3,2,34,36,62,,Conscientious-Steadiness,ISFP,100.0,25.0,1,2.0,2.0,2.0,,,2.0,2.0,3.0,1.0,3.0,5.3,7.5,0
EMP100538,4.0,2025,Maya Gunawan,761826,2,1,2,6,3,2,2,4,4,39,33,77,SI,Steadiness-Influencer,,126.0,33.0,2,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.944444444444445,7.5,0
EMP100539,4.0,2025,Teguh Dharma Indrawan,632475,3,3,4,6,5,3,1,4,2,21,22,96,CI,Conscientious-Influencer,ESFJ,94.0,40.0,6,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.111111111111111,7.5,0
EMP100540,1.0,2025,Anisa Halim Ramadhan,179922,2,2,3,3,2,1,3,3,5,47,43,44,DS,Dominant-Steadiness,ENTP,106.0,26.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.947368421052632,7.5,0
EMP100541,4.0,2025,Dinda Candra Pamungkas,585878,3,1,6,6,5,2,2,4,1,30,87,67,DI,Dominant-Influencer,ENFJ,115.0,22.0,6,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.15,7.5,0
EMP100542,3.0,2025,Ahmad Situmorang,108424,3,1,2,5,3,3,3,2,6,78,97,76,DS,Dominant-Steadiness,ENTP,131.0,26.0,7,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.9411764705882355,7.5,0
EMP100543,4.0,2025,Teguh Fadillah Ramadhan,514092,3,2,4,1,4,2,3,4,2,57,39,74,IS,Influencer-Steadiness,,85.0,41.0,5,99.0,3.0,,3.0,5.0,4.0,3.0,4.0,,3.0,5.0,7.5,0
EMP100544,,2025,Citra Putra,512663,4,2,5,4,1,1,3,3,2,50,87,25,DI,Dominant-Influencer,INTP,,,8,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,6.0,7.5,0
EMP100545,3.0,2025,Adit Firmansyah,424202,1,2,4,4,4,2,1,4,6,54,71,77,IC,Influencer-Conscientious,ESTJ,,,10,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,4.35,7.5,0
EMP100546,3.0,2025,Nadia Saputra Kusuma,767202,2,4,4,5,1,1,3,4,5,77,31,62,ID,Influencer-Dominant,ESTP,136.0,23.0,6,2.0,2.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,4.5,7.5,0
EMP100547,4.0,2025,Nabila Anggara,508164,4,1,3,3,1,2,1,2,1,28,84,57,CI,Conscientious-Influencer,ISFJ,134.0,27.0,9,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,,4.352941176470588,7.5,0
EMP100548,5.0,2025,Fajar Suharto,452688,4,4,2,4,1,1,2,3,3,88,74,68,IS,Influencer-Steadiness,ESTP,,,8,5.0,,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.3,7.5,1
EMP100549,2.0,2025,Lestari Aji Subekti,559744,1,3,4,4,2,1,3,4,3,22,78,64,IC,Influencer-Conscientious,INTP,,,8,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.95,7.5,0
EMP100550,5.0,2025,Hadi Hartanto,391464,3,1,3,3,3,2,2,3,5,68,72,69,IC,Influencer-Conscientious,ENFJ,109.0,20.0,5,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.368421052631579,7.5,1
EMP100551,2.0,2025,Mahendra Aji Permadi,124271,3,4,1,2,5,3,3,3,2,33,38,35,SD,Steadiness-Dominant,INTJ,109.0,35.0,1,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,2.0,5.388888888888889,7.5,0
EMP100552,1.0,2025,Vania Syahputra,394697,4,3,3,5,3,1,3,1,3,69,88,23,SI,Steadiness-Influencer,ENTJ,137.0,27.0,1,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,5.882352941176471,7.5,0
EMP100553,3.0,2025,Lestari Kurniawan,989565,3,2,2,3,4,1,2,1,1,31,24,94,CI,Conscientious-Influencer,ENTP,107.0,29.0,3,4.0,3.0,3.0,3.0,,2.0,4.0,2.0,3.0,,5.333333333333333,7.5,0
EMP100554,5.0,2025,Intan Saputra,233259,4,1,4,4,5,3,3,1,2,83,39,93,SC,Steadiness-Conscientious,ENFJ,,,2,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.111111111111111,7.5,1
EMP100555,3.0,2025,Rani Anugrah Ridwan,236227,4,4,6,5,2,1,1,1,5,2,89,68,IS,Influencer-Steadiness,ENFP,99.0,25.0,5,,3.0,4.0,4.0,4.0,,2.0,3.0,,4.0,5.8,7.5,0
EMP100556,3.0,2025,Hadi Rohman,110531,3,1,2,5,5,2,1,3,4,61,81,37,CD,Conscientious-Dominant,ENTJ,107.0,30.0,2,3.0,3.0,3.0,2.0,3.0,,3.0,2.0,4.0,2.0,4.777777777777778,7.5,0
EMP100557,3.0,2025,Rizka Subekti,442226,2,1,1,6,4,2,2,2,1,59,71,49,CD,Conscientious-Dominant,ESTJ,102.0,28.0,1,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.722222222222222,7.5,0
EMP100558,,2025,Joko Kurniawan,881556,3,1,6,2,2,2,1,4,4,79,36,20,CS,Conscientious-Steadiness,ISTJ,,29.0,10,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.222222222222222,7.5,0
EMP100559,,2025,Ayunda Anggara,293095,3,2,6,6,5,3,2,4,2,26,79,88,CI,Conscientious-Influencer,ISFP,133.0,22.0,10,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.4,7.5,0
EMP100560,,2025,Adit Zulfikar Hidayat,473938,3,4,1,6,4,2,2,1,2,63,46,55,IC,Influencer-Conscientious,ENTP,137.0,16.0,7,,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.6,7.5,0
EMP100561,4.0,2025,Valdo Santoso,689781,3,4,6,5,3,1,1,1,3,0,68,92,SC,Steadiness-Conscientious,ESFP,82.0,29.0,7,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.611111111111111,7.5,0
EMP100562,3.0,2025,Utami Suharto,666114,1,2,1,6,4,3,1,4,4,24,67,42,DC,Dominant-Conscientious,ENTP,89.0,26.0,1,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.65,7.5,0
EMP100563,2.0,2025,Dinda Maulida,347632,3,2,2,3,5,2,2,2,4,9,42,70,DC,Dominant-Conscientious,,105.0,33.0,1,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.105263157894737,7.5,0
EMP100564,3.0,2025,Maya Candra Lukman,394860,2,4,2,2,3,2,3,4,3,27,41,78,,Influencer-Dominant,INFP,104.0,16.0,6,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.944444444444445,7.5,0
EMP100565,2.0,2025,Anisa Pramudita Maulana,911583,2,1,3,5,3,2,3,1,2,28,41,85,SI,Steadiness-Influencer,INTP,119.0,29.0,10,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,,4.277777777777778,7.5,0
EMP100566,3.0,2025,Rendra Setiawan,661335,1,1,6,4,2,3,2,1,4,95,63,53,SC,Steadiness-Conscientious,ENFJ,,,4,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.764705882352941,7.5,0
EMP100567,3.0,2025,Nurlita Ananda,391102,2,4,1,3,5,3,1,4,1,79,81,55,CD,Conscientious-Dominant,ESFP,87.0,22.0,6,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.833333333333333,7.5,0
EMP100568,4.0,2025,Hana Dharma Gunawan,151270,2,3,6,5,4,3,1,2,3,61,71,89,,Steadiness-Influencer,ENTJ,96.0,24.0,1,4.0,5.0,4.0,,4.0,4.0,4.0,3.0,5.0,,5.421052631578948,7.5,0
EMP100569,5.0,2025,Zaki Anggara,401004,4,3,6,1,5,1,1,3,3,30,54,57,IS,Influencer-Steadiness,ISFJ,85.0,34.0,10,4.0,3.0,2.0,2.0,3.0,3.0,3.0,,3.0,2.0,5.368421052631579,7.5,1
EMP100570,3.0,2025,Dewi Mahardika Purnama,529446,2,3,6,4,4,2,3,3,6,72,51,70,IS,Influencer-Steadiness,ENFJ,,,9,3.0,3.0,3.0,,2.0,3.0,2.0,,3.0,2.0,5.176470588235294,7.5,0
EMP100571,5.0,2025,Yuni Setiawan,809305,4,1,4,5,3,2,3,3,2,40,98,40,DS,Dominant-Steadiness,ESFP,139.0,39.0,10,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.277777777777778,7.5,1
EMP100572,2.0,2025,Rama Pradana,621816,3,1,2,1,5,1,2,1,3,53,60,65,CS,Conscientious-Steadiness,INFP,135.0,18.0,3,2.0,2.0,2.0,3.0,2.0,1.0,1.0,,2.0,3.0,5.777777777777778,7.5,0
EMP100573,2.0,2025,Arif Pramudita Syahputra,979823,1,3,2,3,3,2,1,1,2,15,45,84,SD,Steadiness-Dominant,ESTP,135.0,22.0,1,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,4.25,7.5,0
EMP100574,,2025,Kartika Putra,698987,2,3,2,5,1,1,3,3,2,64,27,59,IS,Influencer-Steadiness,INFP,116.0,33.0,4,4.0,5.0,4.0,5.0,4.0,,5.0,5.0,4.0,5.0,4.444444444444445,7.5,0
EMP100575,3.0,2025,Prasetyo Handayani,978825,3,3,4,6,5,2,2,2,6,10,68,81,,Steadiness-Conscientious,INFP,108.0,31.0,1,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.277777777777778,7.5,0
EMP100576,4.0,2025,Andi Wijaya Kusuma,344402,3,2,4,1,2,2,1,4,6,48,34,40,DS,Dominant-Steadiness,ENFP,99.0,37.0,6,4.0,4.0,4.0,3.0,,,4.0,4.0,3.0,,5.473684210526316,7.5,0
EMP100577,2.0,2025,Umar Anugrah Hidayat,169857,4,3,2,3,1,2,1,3,3,79,34,25,SD,Steadiness-Dominant,ENFP,,30.0,6,,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,5.222222222222222,7.5,0
EMP100578,4.0,2025,Teguh Anggara,367278,4,1,5,1,4,2,1,1,2,72,72,63,DC,Dominant-Conscientious,ENTJ,136.0,26.0,1,4.0,,,,5.0,4.0,4.0,4.0,4.0,4.0,5.555555555555555,7.5,0
EMP100579,3.0,2025,Yoga Sinaga,451139,3,1,6,3,1,1,2,3,1,55,43,48,ID,Influencer-Dominant,INFJ,130.0,29.0,8,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,7.5,0
EMP100580,1.0,2025,Adi Lukman,469086,1,3,3,2,3,3,3,3,4,39,24,64,SD,Steadiness-Dominant,INFJ,97.0,37.0,8,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.9,7.5,0
EMP100581,2.0,2025,Wahyu Dharma Santoso,990199,4,1,5,3,5,3,3,1,3,41,34,22,DI,Dominant-Influencer,ENTP,104.0,21.0,1,2.0,,2.0,,2.0,2.0,,3.0,2.0,2.0,4.2631578947368425,7.5,0
EMP100582,3.0,2025,Wulan Nabila Fauziah,620375,2,1,4,2,2,3,3,1,2,58,78,72,DC,Dominant-Conscientious,INFP,104.0,34.0,1,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.55,7.5,0
EMP100583,3.0,2025,Dinda Zulfikar Herlambang,775302,4,1,6,1,4,2,3,4,5,75,87,27,DC,Dominant-Conscientious,,115.0,19.0,9,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.421052631578948,7.5,0
EMP100584,2.0,2025,Satya Ananda,506260,2,3,3,3,1,3,2,1,1,80,63,34,,Dominant-Steadiness,ESFJ,119.0,33.0,1,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.05,7.5,0
EMP100585,1.0,2025,Indra Rohman,388751,4,1,6,6,3,3,1,3,4,18,51,22,ID,Influencer-Dominant,INTJ,113.0,29.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.611111111111111,7.5,0
EMP100586,4.0,2025,Adit Hartanto,923680,1,2,4,6,2,3,3,1,1,33,43,23,IS,Influencer-Steadiness,ENFJ,111.0,20.0,7,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.5,7.5,0
EMP100587,3.0,2025,Nabila Syahputra,173877,1,3,4,3,3,1,3,2,1,54,66,95,ID,Influencer-Dominant,ENFP,113.0,25.0,2,,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.9411764705882355,7.5,0
EMP100588,,2025,Intan Rohman,185888,1,4,5,5,4,2,3,1,3,84,33,36,SC,Steadiness-Conscientious,ENTJ,102.0,33.0,10,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.444444444444445,7.5,0
EMP100589,3.0,2025,Anisa Tri Pamungkas,832493,2,3,2,4,2,1,1,1,1,41,36,21,SD,Steadiness-Dominant,ENFP,,,9,3.0,,4.0,2.0,3.0,3.0,3.0,3.0,2.0,,4.2631578947368425,7.5,0
EMP100590,1.0,2025,Putri Rachman Hartanto,651557,2,1,5,4,3,2,2,2,3,59,49,39,ID,Influencer-Dominant,INTJ,,,5,,1.0,,1.0,1.0,,2.0,1.0,,1.0,5.333333333333333,7.5,0
EMP100591,5.0,2025,Kurnia Ginting,535552,4,3,5,3,3,3,2,2,4,52,46,39,SI,Steadiness-Influencer,ENFJ,86.0,28.0,4,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,5.055555555555555,7.5,1
EMP100592,,2025,Galih Handayani,454909,2,1,6,4,3,1,3,4,6,51,91,38,DI,Dominant-Influencer,ENTP,,,9,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,4.588235294117647,7.5,0
EMP100593,3.0,2025,Hadi Santoso,718540,4,2,1,2,4,3,1,4,4,12,68,23,ID,Influencer-Dominant,ISFP,139.0,28.0,7,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.526315789473684,7.5,0
EMP100594,2.0,2025,Teguh Sinaga,615125,4,2,4,2,3,2,1,1,3,73,23,31,DI,Dominant-Influencer,ESFP,134.0,41.0,10,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,5.277777777777778,7.5,0
EMP100595,2.0,2025,Lestari Saputra,347680,2,1,2,4,2,2,3,1,6,84,70,70,SI,Steadiness-Influencer,ESTJ,,,2,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,3.0,2.0,5.421052631578948,7.5,0
EMP100596,2.0,2025,Dimas Aji Hidayat,171964,1,4,6,4,4,1,3,3,4,50,21,36,,Conscientious-Influencer,,,,9,,1.0,3.0,3.0,2.0,1.0,99.0,3.0,,2.0,5.473684210526316,7.5,0
EMP100597,4.0,2025,Fajar Maulana,810974,1,1,1,6,2,3,1,3,2,58,86,81,IS,Influencer-Steadiness,INTJ,97.0,27.0,1,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,,4.722222222222222,7.5,0
EMP100598,3.0,2025,Adit Aji Tamba,330408,1,4,6,5,2,1,1,2,6,39,53,94,,Conscientious-Influencer,,124.0,24.0,2,,3.0,,,3.0,3.0,3.0,4.0,4.0,2.0,3.5789473684210527,7.5,0
EMP100599,1.0,2025,Dimas Kurniawan,545270,2,1,2,2,1,1,3,4,1,16,49,86,CD,Conscientious-Dominant,INFP,81.0,23.0,5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.588235294117647,7.5,0
EMP100600,1.0,2025,Zaki Wijaya,183834,4,4,4,2,3,1,3,4,5,12,46,56,SI,Steadiness-Influencer,ISTJ,137.0,18.0,7,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.666666666666667,7.5,0
EMP100601,3.0,2025,Nurlita Subekti,916084,4,2,3,2,2,2,2,2,2,70,52,37,CD,Conscientious-Dominant,ISFP,123.0,23.0,1,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,5.888888888888889,7.5,0
EMP100602,1.0,2025,Rifqi Ananda,804854,4,4,1,2,1,3,2,1,1,53,29,66,DS,Dominant-Steadiness,ESTP,,33.0,6,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.222222222222222,7.5,0
EMP100603,4.0,2025,Ahmad Handayani,490479,3,1,6,1,5,3,3,4,2,71,70,59,CS,Conscientious-Steadiness,ISTJ,107.0,22.0,5,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,5.2105263157894735,7.5,0
EMP100604,2.0,2025,Yoga Lukman,218375,3,2,4,4,5,3,1,3,5,1,94,61,CS,Conscientious-Steadiness,ISTP,,,6,1.0,,,2.0,2.0,3.0,1.0,3.0,3.0,2.0,6.4,7.5,0
EMP100605,5.0,2025,Dwi Anggara,969799,1,3,1,4,5,2,3,3,3,73,89,90,ID,Influencer-Dominant,ISTP,,,4,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.684210526315789,7.5,1
EMP100606,3.0,2025,Wulan Candra Saputra,597645,2,1,1,6,1,3,1,2,3,52,51,97,CD,Conscientious-Dominant,ENFJ,97.0,28.0,4,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.222222222222222,7.5,0
EMP100607,1.0,2025,Rifqi Halim,676526,2,4,5,6,3,2,3,1,6,77,66,44,,Influencer-Steadiness,ENTP,82.0,26.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,4.421052631578948,7.5,0
EMP100608,5.0,2025,Rani Kurniawan,984426,1,4,6,6,4,1,3,4,2,17,31,31,DS,Dominant-Steadiness,ENTJ,,19.0,8,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.684210526315789,7.5,1
EMP100609,4.0,2025,Oktavia Nabila Ginting,886572,4,2,6,3,2,1,3,3,5,45,25,39,,Steadiness-Influencer,ENFP,114.0,26.0,8,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.3,7.5,0
EMP100610,3.0,2025,Hana Rohman,363463,2,4,1,5,5,1,3,3,4,71,47,70,ID,Influencer-Dominant,ISFJ,94.0,28.0,3,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.3,7.5,0
EMP100611,4.0,2025,Indra Sinaga,461530,1,2,6,1,2,3,1,1,6,83,42,100,IC,Influencer-Conscientious,,114.0,26.0,10,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.947368421052632,7.5,0
EMP100612,3.0,2025,Adit Utami,645697,1,4,5,1,3,1,3,2,1,87,38,85,CI,Conscientious-Influencer,ESFP,115.0,12.0,5,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.315789473684211,7.5,0
EMP100613,4.0,2025,Cahyo Nabila Situmorang,117437,2,3,6,1,4,3,2,2,6,24,41,82,IC,Influencer-Conscientious,ESTP,114.0,20.0,4,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,3.0,4.894736842105263,7.5,0
EMP100614,1.0,2025,Cahyo Pratama,887756,4,2,3,1,3,1,2,2,1,25,40,39,,Influencer-Conscientious,ESFP,133.0,28.0,10,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.294117647058823,7.5,0
EMP100615,5.0,2025,Ahmad Halim Nugroho,980688,2,1,4,5,1,3,1,4,1,86,79,50,SI,Steadiness-Influencer,ISTP,139.0,29.0,10,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.944444444444445,7.5,1
EMP100616,,2025,Nadia Ramadhan,954078,2,4,3,2,2,2,2,4,2,46,86,92,SI,Steadiness-Influencer,ESTP,88.0,30.0,8,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.1,7.5,0
EMP100617,3.0,2025,Eko Rahmawati,649579,4,1,1,1,3,1,3,4,5,32,22,78,DC,Dominant-Conscientious,ENFJ,104.0,29.0,2,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,7.1,7.5,0
EMP100618,4.0,2025,Arif Ramadhan,343530,1,4,2,1,4,3,1,1,3,81,95,72,,Dominant-Influencer,ISTJ,140.0,34.0,1,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.555555555555555,7.5,0
EMP100619,2.0,2025,Adi Candra Firmansyah,655260,3,2,1,2,3,1,2,4,1,49,33,93,SC,Steadiness-Conscientious,ISTJ,114.0,21.0,10,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,4.277777777777778,7.5,0
EMP100620,3.0,2025,Oka Kusuma,908837,4,2,3,5,4,1,2,4,3,76,83,62,CI,Conscientious-Influencer,ENTP,119.0,38.0,2,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.578947368421052,7.5,0
EMP100621,3.0,2025,Zahra Fauziah,482321,3,2,6,1,1,3,1,4,5,77,38,47,CS,Conscientious-Steadiness,ENFP,87.0,23.0,9,,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.176470588235294,7.5,0
EMP100622,2.0,2025,Ahmad Anugrah Anggara,858526,1,3,2,5,2,3,1,1,1,20,71,65,,Dominant-Influencer,ENTP,90.0,24.0,5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,6.0588235294117645,7.5,0
EMP100623,2.0,2025,Hadi Simanjuntak,213338,1,1,3,3,3,1,3,1,2,53,52,60,SC,Steadiness-Conscientious,ENTJ,82.0,32.0,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,4.526315789473684,7.5,0
EMP100624,2.0,2025,Luthfi Firmansyah,839593,2,4,4,6,4,1,3,1,4,38,46,89,CI,Conscientious-Influencer,ENTJ,95.0,33.0,3,2.0,2.0,1.0,3.0,,2.0,2.0,1.0,2.0,6.0,5.125,7.5,0
EMP100625,2.0,2025,Dwi Utami,851937,4,2,4,2,2,3,3,3,3,83,81,53,DI,Dominant-Influencer,ENTJ,132.0,30.0,9,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0588235294117645,7.5,0
EMP100626,1.0,2025,Arif Nugroho,716358,2,1,4,2,3,1,3,2,6,8,54,28,DI,Dominant-Influencer,ISFJ,81.0,32.0,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.3125,7.5,0
EMP100627,3.0,2025,Hadi Handayani,462656,3,3,6,5,4,2,2,3,2,19,96,72,SC,Steadiness-Conscientious,INTP,106.0,26.0,9,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.777777777777778,7.5,0
EMP100628,2.0,2025,Fitri Dharma Siregar,777098,2,4,5,6,5,3,1,2,1,12,86,33,SC,Steadiness-Conscientious,ESTJ,84.0,31.0,7,2.0,2.0,2.0,3.0,3.0,,1.0,2.0,2.0,1.0,4.944444444444445,7.5,0
EMP100629,3.0,2025,Mahendra Subekti,197973,2,3,1,6,2,1,3,2,1,34,28,33,CS,Conscientious-Steadiness,ISFP,124.0,32.0,1,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.888888888888889,7.5,0
EMP100630,4.0,2025,Maya Candra Maulida,606823,1,1,5,4,2,3,3,1,2,8,60,96,CS,Conscientious-Steadiness,ENTP,,,5,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.352941176470588,7.5,0
EMP100631,4.0,2025,Zahra Dharma Zulfikar,722067,3,3,4,6,3,1,2,4,6,58,90,26,,Steadiness-Conscientious,ENTP,119.0,26.0,9,,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,5.631578947368421,7.5,0
EMP100632,4.0,2025,Rani Pramudita Suharto,898636,1,4,3,4,2,3,2,3,1,77,62,69,DS,Dominant-Steadiness,ESFJ,,,3,4.0,3.0,5.0,3.0,3.0,4.0,3.0,,4.0,4.0,4.2105263157894735,7.5,0
