employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months
EMP100296,4.0,2025,Bayu Nugroho,234846,1,3,3,3,1,3,2,2,3,49
EMP100297,1.0,2025,Yoga Salsabila,139161,1,2,6,5,5,2,3,1,1,65
EMP100298,3.0,2025,Yuni Iqbal Saputra,364358,3,2,5,3,5,3,2,3,3,65
EMP100299,,2025,Fajar Rachman Ridwan,970290,2,1,3,3,5,3,3,2,1,13
EMP100300,4.0,2025,Rama Lukman,997537,3,1,6,2,5,3,2,1,5,25
EMP100301,2.0,2025,Rama Zulfikar,994634,2,1,4,6,3,3,2,2,6,31
EMP100302,3.0,2025,Rizky Ginting,742035,2,2,6,3,5,2,3,4,2,3
EMP100303,3.0,2025,Bayu Wijaya Maulida,548503,2,4,6,2,5,3,3,2,1,95
EMP100304,,2025,Valdo Halim,860350,2,4,3,4,1,2,2,1,4,49
EMP100305,3.0,2025,Indra Herlambang,561242,1,2,5,6,2,2,1,3,3,68
EMP100306,3.0,2025,Dinda Kusuma Ananda,169031,4,4,2,1,3,2,1,4,2,24
EMP100307,3.0,2025,Sari Indrawan,969311,4,3,4,4,4,3,2,3,2,29
EMP100308,4.0,2025,Nugroho Subekti,490001,2,2,3,5,2,3,3,1,2,52
EMP100309,4.0,2025,Valdo Ridwan,581369,4,3,2,5,5,3,3,3,5,61
EMP100310,4.0,2025,Rendra Pradana,470444,4,3,4,2,2,1,3,4,1,49
EMP100311,2.0,2025,Maya Pramudita Zulfikar,192380,4,3,6,3,4,2,3,4,3,62
EMP100312,2.0,2025,Maya Lestari,273935,1,1,6,4,1,2,2,4,5,20
EMP100313,5.0,2025,Budi Qolbi Hidayat,928862,1,3,2,3,4,3,1,3,4,50
EMP100314,1.0,2025,Yuni Herlambang,183351,4,1,2,3,4,3,1,1,4,14
EMP100315,3.0,2025,Rama Kusuma,705053,1,2,2,1,5,3,1,4,4,70
EMP100316,3.0,2025,Joko Siregar,586510,3,1,6,5,4,3,1,1,3,40
EMP100317,3.0,2025,Budi Herlambang,982097,4,4,6,5,1,3,2,3,6,76
EMP100318,3.0,2025,Rafa Lestari Fauziah,189958,3,3,3,4,1,3,1,4,1,31
EMP100319,5.0,2025,Valdo Anugrah Ramadhan,956018,4,3,5,1,4,3,2,4,4,101
EMP100320,1.0,2025,Budi Hartanto,684733,2,4,3,3,3,3,2,1,3,25
EMP100321,3.0,2025,Wulan Iqbal Herlambang,615567,2,1,1,3,5,2,3,3,1,42
EMP100322,4.0,2025,Rizka Pramudita Suharto,975189,2,3,6,2,5,2,2,3,2,56
EMP100323,3.0,2025,Umar Indrawan,930718,4,1,2,1,1,3,3,2,6,8
EMP100324,,2025,Intan Halim,519062,2,4,4,2,3,3,1,3,5,48
EMP100325,2.0,2025,Wahyu Kusuma Hartanto,242437,1,3,2,5,5,1,3,4,2,34
EMP100326,5.0,2025,Rizka Qolbi Mahendra,978884,2,4,4,5,2,3,1,3,6,55
EMP100327,,2025,Vania Rachman Utami,230456,4,1,3,1,4,3,1,3,5,86
EMP100328,3.0,2025,Tania Yudhistira Simanjuntak,949570,2,1,6,1,3,3,2,2,6,37
EMP100329,3.0,2025,Galih Iqbal Pamungkas,896333,1,1,5,5,2,1,3,2,4,41
EMP100330,4.0,2025,Kartika Gunawan,729686,3,2,3,6,4,3,2,3,5,25
EMP100331,5.0,2025,Julia Tri Hartanto,217008,1,4,1,5,3,1,1,3,1,39
EMP100332,3.0,2025,Dewi Maulida,537866,4,1,1,5,5,2,1,1,2,58
EMP100333,5.0,2025,Mahendra Putra,554252,4,1,5,5,5,3,3,4,6,47
EMP100334,3.0,2025,Sari Maulana,857262,3,2,4,4,1,1,3,3,3,42
EMP100335,3.0,2025,Mahendra Pramudita Purnama,567404,4,2,4,5,3,3,1,3,2,66
EMP100336,3.0,2025,Evi Pratomo,873097,3,4,1,5,4,3,3,1,6,26
EMP100337,,2025,Anisa Situmorang,434979,1,4,2,3,4,2,1,4,1,87
EMP100338,,2025,Galih Halim,376354,2,1,4,4,3,3,1,3,5,123
EMP100339,3.0,2025,Rafa Pramudita Purnama,506956,3,4,1,3,1,2,1,4,6,53
EMP100340,,2025,Rifqi Ginting,213811,4,2,5,4,5,2,1,2,2,59
EMP100341,3.0,2025,Lestari Handayani,929554,4,3,6,6,2,3,2,4,1,30
EMP100342,2.0,2025,Luthfi Utama Pradana,161705,1,1,1,2,4,1,3,2,1,66
EMP100343,3.0,2025,Adit Tamba,959800,3,2,2,6,2,3,3,2,4,80
EMP100344,3.0,2025,Iman Wijaya Ginting,303395,3,2,1,4,1,3,2,2,3,112
EMP100345,3.0,2025,Arif Jatmiko Wibowo,904691,3,1,6,6,1,3,2,4,3,7
EMP100346,1.0,2025,Ari Ridwan,772854,2,4,3,1,1,1,1,3,3,64
EMP100347,3.0,2025,Rizky Nabila Fauziah,746531,2,1,2,4,5,1,2,4,4,53
EMP100348,,2025,Indra Ananda,608424,4,2,4,2,1,3,2,1,3,65
EMP100349,3.0,2025,Dwi Ridwan,417624,2,4,3,4,5,3,3,1,1,97
EMP100350,,2025,Galih Ganesha Fauziah,574728,2,2,4,4,3,2,3,1,4,98
EMP100351,3.0,2025,Cahyo Jatmiko Wibowo,342607,3,1,6,6,5,3,1,4,1,62
EMP100352,3.0,2025,Gita Wijaya Lestari,360837,4,1,6,1,3,1,3,2,5,24
EMP100353,3.0,2025,Wahyu Kusuma,461785,3,4,2,6,4,1,3,4,3,24
EMP100354,2.0,2025,Wahyu Setiawan,635548,4,4,3,4,4,2,2,4,5,52
EMP100355,4.0,2025,Dimas Erlangga Yulianto,225016,2,2,2,5,3,1,3,1,4,86
EMP100356,4.0,2025,Adi Baskara Subekti,895426,2,3,4,4,5,3,3,1,4,18
EMP100357,4.0,2025,Adit Siregar,197677,1,2,2,6,2,3,2,1,1,90
EMP100358,4.0,2025,Rizki Handayani,634957,1,4,3,5,3,3,2,4,3,97
EMP100359,2.0,2025,Vania Baskara Pratama,674316,2,1,1,6,3,1,1,4,2,24
EMP100360,5.0,2025,Rizka Rachman Wijaya,652331,1,4,5,3,1,2,1,2,5,6
EMP100361,3.0,2025,Eko Baskara Ananda,812639,3,3,3,2,5,1,1,4,1,52
EMP100362,5.0,2025,Adit Ginting,333391,4,3,1,5,4,3,3,4,1,32
EMP100363,4.0,2025,Zahra Salsabila,134265,3,2,5,5,5,1,2,3,4,44
EMP100364,2.0,2025,Utami Kusuma,705134,3,4,6,2,2,3,2,4,2,60
EMP100365,4.0,2025,Maya Syahputra,620897,1,1,6,3,2,1,1,3,4,37
EMP100366,3.0,2025,Zaki Qolbi Tamba,989990,3,3,4,3,3,1,3,2,2,65
EMP100367,6.0,2025,Utami Utama Maulana,294905,1,2,5,5,5,3,2,3,2,63
EMP100368,3.0,2025,Dewi Indrawan,472478,2,4,2,1,2,2,3,3,3,111
EMP100369,2.0,2025,Wahyu Halim,487988,4,1,3,2,2,1,3,1,2,51
EMP100370,,2025,Bayu Tamba,645731,3,1,4,3,5,1,3,2,6,34
EMP100371,2.0,2025,Ahmad Yudhistira Pratama,909147,2,1,1,3,4,1,2,3,6,71
EMP100372,2.0,2025,Andi Baskara Pamungkas,653084,1,2,5,5,5,2,3,2,3,20
EMP100373,3.0,2025,Gita Lestari,338577,1,1,1,1,5,2,3,1,6,73
EMP100374,4.0,2025,Utami Tamba,674491,3,4,1,6,2,1,1,2,4,14
EMP100375,3.0,2025,Intan Setiawan,232284,2,4,3,1,2,2,1,3,2,58
EMP100376,3.0,2025,Evi Iqbal Syahputra,924611,2,4,4,4,1,2,3,3,3,25
EMP100377,3.0,2025,Mahendra Pramudita Sinaga,371193,1,3,2,1,5,1,1,3,5,91
EMP100378,3.0,2025,Hana Halim,321596,4,2,5,6,4,2,1,4,2,27
EMP100379,5.0,2025,Ayu Mahardika Simanjuntak,840629,3,2,5,4,4,3,1,3,4,64
EMP100380,3.0,2025,Evi Maulida,878062,4,2,2,4,2,2,3,3,3,32
EMP100381,1.0,2025,Cahyo Halim Siregar,908213,3,2,4,5,2,2,3,1,5,43
EMP100382,3.0,2025,Utami Erlangga Tamba,208071,2,4,5,4,4,2,2,2,4,65
EMP100383,,2025,Eko Mahendra,161541,4,1,5,1,1,3,1,3,4,66
EMP100384,3.0,2025,Dimas Saputra Utami,827380,1,4,1,5,3,2,1,4,5,98
EMP100385,2.0,2025,Hana Ananda,303038,1,2,4,1,5,2,3,4,5,44
EMP100386,4.0,2025,Tania Santoso,675878,1,3,3,6,4,2,3,2,5,76
EMP100387,3.0,2025,Ari Tri Hartanto,981132,2,3,6,5,3,2,3,3,4,50
EMP100388,3.0,2025,Rani Qolbi Zulfikar,541183,1,4,1,1,1,3,1,3,1,33
EMP100389,3.0,2025,Fajar Pratama,434915,2,3,5,3,1,2,3,4,6,74
EMP100390,2.0,2025,Bayu Tri Simanjuntak,454485,2,3,1,1,3,3,1,2,4,35
EMP100391,2.0,2025,Rizka Adi Anggara,731323,1,4,3,3,3,3,3,2,5,51
EMP100392,3.0,2025,Tania Herlambang,129384,1,3,6,2,3,3,1,1,6,20
EMP100393,2.0,2025,Oktavia Ramadhan,782437,4,2,2,3,2,1,3,1,1,61
EMP100394,1.0,2025,Hadi Jatmiko Kurniawan,222371,3,1,4,5,5,3,1,3,3,44
EMP100395,1.0,2025,Joko Nabila Santoso,564871,3,3,1,2,1,1,3,4,4,54
EMP100396,3.0,2025,Zaki Anugrah Nugroho,875084,4,1,6,3,3,2,3,4,6,36
EMP100397,2.0,2025,Yuni Iqbal Putra,741949,4,3,5,5,2,1,2,1,5,90
EMP100398,3.0,2025,Joko Wijaya Wijaya,399540,1,3,2,3,4,1,3,2,5,94
EMP100399,,2025,Zaki Ramadhan,526292,1,3,5,5,1,2,3,3,3,56
EMP100400,,2025,Luthfi Herlambang,517255,4,1,4,3,2,2,3,3,2,53
EMP100401,5.0,2025,Dwi Wijaya Halim,744205,4,2,1,4,2,1,1,3,6,74
EMP100402,2.0,2025,Fajar Candra Maulida,589960,1,3,6,3,3,3,1,1,5,91
EMP100403,3.0,2025,Prasetyo Lestari,468763,2,2,2,1,2,1,1,4,2,46
EMP100404,3.0,2025,Anisa Tri Anggara,182223,3,3,4,3,5,3,2,2,5,25
EMP100405,3.0,2025,Teguh Erlangga Setiawan,537895,2,4,1,3,5,1,1,4,4,55
EMP100406,,2025,Vania Lestari Subekti,418303,4,2,4,3,4,2,1,1,5,25
EMP100407,3.0,2025,Arif Rachman Suharto,625383,2,2,1,3,3,1,1,4,3,94
EMP100408,2.0,2025,Rafa Anugrah Kusuma,310594,1,3,3,3,1,3,1,2,2,26
EMP100409,4.0,2025,Rani Ginting,248563,2,2,4,2,3,3,2,2,4,24
EMP100410,4.0,2025,Adit Saputra Wijaya,670362,2,1,4,1,2,3,1,1,4,64
EMP100411,2.0,2025,Rani Fauziah,266657,2,2,3,6,3,3,1,4,1,29
EMP100412,4.0,2025,Tania Syahputra,610532,4,4,1,5,4,1,2,2,4,26
EMP100413,3.0,2025,Zahra Utama Pratomo,376539,2,1,3,6,5,2,1,1,6,46
EMP100414,1.0,2025,Citra Hasibuan,184175,1,2,4,6,4,2,3,3,4,70
EMP100415,3.0,2025,Hadi Lukman,306853,1,1,2,2,2,2,1,1,4,38
EMP100416,3.0,2025,Cahyo Ganesha Handayani,763802,4,3,2,6,4,1,3,3,4,38
EMP100417,3.0,2025,Adi Situmorang,212203,2,1,1,4,1,1,1,4,3,32
EMP100418,5.0,2025,Oktavia Ganesha Fauziah,361013,4,4,4,4,4,2,2,4,4,29
EMP100419,3.0,2025,Lestari Hidayat,143661,4,1,1,4,1,2,2,2,5,49
EMP100420,2.0,2025,Vania Hartanto,857131,4,4,2,2,4,1,2,3,3,81
EMP100421,3.0,2025,Adit Anggara,122593,4,2,2,2,2,2,1,2,2,51
EMP100422,1.0,2025,Ari Handayani,412819,4,2,1,6,5,3,1,1,6,54
EMP100423,4.0,2025,Valdo Fauziah,504461,2,3,1,4,1,1,1,2,6,83
EMP100424,3.0,2025,Valdo Ramadhan,583793,4,4,5,5,3,1,2,1,6,23
EMP100425,1.0,2025,Novi Baskara Sinaga,948537,4,1,2,1,3,3,2,4,6,53
EMP100426,5.0,2025,Dimas Pamungkas,182205,4,2,1,4,1,3,1,2,5,50
EMP100427,3.0,2025,Dimas Adi Mahendra,824622,4,2,4,5,3,1,2,3,1,42
EMP100428,5.0,2025,Umar Pamungkas,651268,4,4,5,4,3,2,1,3,2,61
EMP100429,,2025,Gita Candra Situmorang,373545,1,1,3,3,4,3,1,4,6,31
EMP100430,1.0,2025,Valdo Nabila Rohman,152410,1,1,5,3,4,2,1,1,4,39
EMP100431,4.0,2025,Novi Wijaya Putra,672623,4,3,3,5,5,1,2,4,6,119
EMP100432,3.0,2025,Rani Fadillah Rahmawati,816269,4,2,3,4,1,3,2,1,6,94
EMP100433,2.0,2025,Dian Ridwan,953498,4,1,3,5,4,3,2,1,6,9
EMP100434,,2025,Hadi Wibowo,529665,3,4,3,2,5,1,3,3,5,59
EMP100435,2.0,2025,Intan Syahputra,846697,1,3,5,5,1,1,1,3,6,34
EMP100436,3.0,2025,Zahra Wijaya,344400,2,1,4,6,1,3,2,1,2,94
EMP100437,4.0,2025,Indra Hartanto,694645,3,4,6,4,1,3,1,2,5,86
EMP100438,3.0,2025,Bayu Yudhistira Santoso,890632,1,4,3,3,5,3,3,1,5,50
EMP100439,2.0,2025,Intan Tamba,951570,3,1,5,1,2,2,3,2,6,54
EMP100440,4.0,2025,Cahyo Utama Sinaga,982586,1,3,6,6,2,2,1,1,5,3
EMP100441,4.0,2025,Kartika Herlambang,110921,2,1,1,6,3,1,1,1,3,24
EMP100442,2.0,2025,Andi Qolbi Hidayat,115176,3,4,3,5,1,2,3,2,2,29
EMP100443,3.0,2025,Bayu Qolbi Hidayat,515233,3,2,5,5,3,3,3,3,5,49
EMP100444,4.0,2025,Dimas Purnama,741385,1,3,2,3,3,3,3,1,5,80
EMP100445,1.0,2025,Kurnia Wijaya,613214,1,3,5,6,2,1,2,3,6,31
EMP100446,3.0,2025,Rifqi Iqbal Ginting,433489,2,1,2,5,3,1,2,4,3,75
EMP100447,4.0,2025,Rendra Zulfikar Lestari,608514,1,3,3,3,3,3,3,2,4,23
EMP100448,2.0,2025,Gita Jatmiko Santoso,564093,4,1,2,4,4,2,1,4,3,66
EMP100449,3.0,2025,Ari Ramadhan,776021,1,3,2,6,1,2,1,1,1,120
EMP100450,3.0,2025,Indra Lestari,249957,4,3,5,3,5,1,1,3,1,19
EMP100451,3.0,2025,Fitri Qolbi Simanjuntak,143626,3,1,4,2,5,3,3,4,6,63
EMP100452,3.0,2025,Zahra Zulfikar Ramadhan,908586,3,1,3,2,4,3,3,4,1,52
EMP100453,3.0,2025,Yuni Subekti,595092,1,3,2,2,5,3,3,2,6,27
EMP100454,,2025,Nadia Iqbal Maulana,711345,1,1,3,6,3,1,2,2,5,0
EMP100455,2.0,2025,Zaki Siregar,932585,4,2,4,4,3,2,1,2,4,71
EMP100456,2.0,2025,Rama Gunawan,604540,2,1,3,4,2,1,1,3,1,51
EMP100457,3.0,2025,Nurlita Maulana,759462,1,1,3,6,3,2,3,3,4,63
EMP100458,3.0,2025,Fajar Mahardika Handayani,876151,4,2,3,5,2,2,3,1,6,70
EMP100459,3.0,2025,Zahra Syahputra,906970,1,1,1,3,3,1,3,3,5,81
EMP100460,5.0,2025,Joko Sinaga,551128,4,2,4,3,3,2,2,1,4,45
EMP100461,4.0,2025,Novi Suharto,854545,3,1,3,2,3,2,1,3,3,37
EMP100462,5.0,2025,Lestari Anggara,802474,4,3,5,6,2,1,1,3,3,28
EMP100463,4.0,2025,Arif Kurniawan,514863,4,4,4,3,3,1,3,2,4,91
EMP100464,3.0,2025,Anisa Erlangga Lukman,604118,4,4,1,3,2,3,1,4,4,104
EMP100465,5.0,2025,Eko Pamungkas,583584,1,2,5,1,4,3,2,1,1,48
EMP100466,5.0,2025,Gita Nabila Indrawan,483945,2,4,6,2,4,1,3,3,5,48
EMP100467,,2025,Lestari Mahardika Suharto,700106,1,4,6,6,2,3,1,1,3,10
EMP100468,2.0,2025,Dinda Erlangga Indrawan,926889,1,1,3,3,1,2,1,3,5,26
EMP100469,2.0,2025,Sari Suharto,606506,3,4,6,5,3,2,3,1,3,57
EMP100470,2.0,2025,Wulan Saputra Santoso,569255,1,2,3,4,3,2,3,2,4,64
EMP100471,3.0,2025,Indra Zulfikar Rahmawati,660922,2,3,5,3,2,2,3,1,1,32
EMP100472,,2025,Rani Zulfikar Ginting,858143,4,4,1,4,5,1,1,3,3,44
EMP100473,4.0,2025,Zaki Zulfikar Salsabila,529714,4,2,1,2,2,1,2,4,5,6
EMP100474,2.0,2025,Vania Iqbal Fauziah,308819,1,3,2,5,1,3,2,4,2,45
EMP100475,5.0,2025,Rizky Setiawan,269930,1,1,4,3,4,1,1,2,1,47
EMP100476,,2025,Sari Hartanto,161209,3,3,3,1,4,2,2,3,4,96
EMP100477,4.0,2025,Gita Wibowo,493852,2,2,4,1,4,3,2,3,6,98
EMP100478,,2025,Nurlita Kusuma Pratama,460826,4,4,5,2,4,1,1,2,2,66
EMP100479,2.0,2025,Rendra Yudhistira Herlambang,444419,2,1,2,1,2,2,3,3,2,82
EMP100480,,2025,Dimas Maulana,947073,3,1,3,4,1,1,1,4,6,28
EMP100481,4.0,2025,Rama Salsabila,569010,3,1,2,1,4,3,1,1,6,90
EMP100482,1.0,2025,Rani Rachman Setiawan,287204,1,4,2,5,5,3,3,4,6,38
EMP100483,3.0,2025,Intan Nabila Pamungkas,691951,1,3,6,4,4,3,1,2,6,23
EMP100484,4.0,2025,Citra Nabila Handayani,406686,4,1,4,4,2,3,3,2,3,35
EMP100485,5.0,2025,Galih Aji Saputra,244322,1,3,6,5,2,2,3,3,4,20
EMP100486,4.0,2025,Joko Simanjuntak,962324,4,3,3,5,3,2,1,3,4,22
EMP100487,2.0,2025,Joko Lukman,777470,4,3,6,5,4,2,2,4,3,24
EMP100488,3.0,2025,Luthfi Pratama,575047,3,1,3,6,2,2,2,2,5,64
EMP100489,,2025,Vania Adi Setiawan,404889,2,2,1,5,5,1,2,3,4,12
EMP100490,2.0,2025,Cahyo Suharto,876642,1,1,5,5,3,1,2,3,5,44
EMP100491,2.0,2025,Gita Anggara,373972,1,1,3,6,5,2,1,1,4,85
EMP100492,4.0,2025,Ahmad Lestari Handayani,133776,4,1,4,6,3,3,1,4,2,74
EMP100493,2.0,2025,Nurlita Wijaya,387766,3,1,6,5,3,2,1,4,4,47
EMP100494,4.0,2025,Dwi Mahardika Anggara,597410,1,4,4,3,1,2,2,1,3,30
EMP100495,2.0,2025,Gita Ganesha Zulfikar,169722,1,3,4,3,5,3,2,3,3,64
EMP100496,3.0,2025,Intan Wijaya Pratomo,896918,2,2,1,4,2,3,2,1,5,74
EMP100497,,2025,Oka Syahputra,629244,1,1,4,2,1,2,3,3,4,38
EMP100498,,2025,Fitri Situmorang,983548,1,1,4,1,5,2,2,4,4,58
EMP100499,,2025,Adit Herlambang,579047,1,3,2,4,1,1,1,3,3,43
EMP100500,3.0,2025,Yoga Mahardika Gunawan,848425,3,3,6,3,5,3,1,4,2,16
EMP100501,3.0,2025,Rifqi Rachman Santoso,940942,1,3,5,5,4,3,1,4,6,36
EMP100502,4.0,2025,Wahyu Hasibuan,753133,2,2,6,5,5,3,2,4,5,59
EMP100503,4.0,2025,Prasetyo Ganesha Ramadhan,125536,4,3,4,2,1,3,1,2,4,44
EMP100504,1.0,2025,Kartika Halim Ginting,809245,3,2,2,6,5,3,2,1,2,47
EMP100505,3.0,2025,Intan Pramudita Maulida,741605,1,1,5,2,4,3,3,3,6,66
EMP100506,2.0,2025,Cahyo Iqbal Suharto,749189,2,3,1,1,3,1,1,4,6,82
EMP100507,4.0,2025,Dewi Rahmawati,878742,2,1,1,5,3,3,2,3,6,44
EMP100508,4.0,2025,Sari Nabila Halim,125862,4,4,3,3,4,2,1,4,3,41
EMP100509,4.0,2025,Zaki Tri Lestari,431599,2,4,1,1,2,3,2,2,2,47
EMP100510,4.0,2025,Rizky Lestari Situmorang,384721,2,1,4,3,4,3,2,2,6,46
EMP100511,3.0,2025,Nugroho Saputra,370041,2,1,5,1,2,2,3,1,3,29
EMP100512,5.0,2025,Valdo Ginting,923589,3,4,2,6,4,3,3,2,5,52
EMP100513,4.0,2025,Nabila Fadillah Setiawan,450065,1,1,6,6,1,1,3,1,2,59
EMP100514,3.0,2025,Fitri Saputra Yulianto,844504,2,4,4,5,4,2,3,2,1,64
EMP100515,,2025,Cahyo Handayani,509749,1,3,3,3,5,1,1,3,6,65
EMP100516,3.0,2025,Yoga Nugroho,815764,2,2,1,6,2,1,1,3,4,37
EMP100517,1.0,2025,Rendra Wibowo,748583,4,3,6,4,1,2,3,2,3,27
EMP100518,1.0,2025,Hana Erlangga Gunawan,250311,1,3,1,6,3,1,3,3,5,83
EMP100519,5.0,2025,Teguh Indrawan,782845,2,3,5,6,1,1,2,4,1,56
EMP100520,4.0,2025,Rifqi Kusuma Wibowo,265403,3,1,1,1,1,3,2,3,3,74
EMP100521,3.0,2025,Nadia Gunawan,928685,2,3,2,6,2,3,3,1,6,35
EMP100522,4.0,2025,Nabila Yudhistira Salsabila,963792,1,1,6,4,5,1,3,3,5,63
EMP100523,2.0,2025,Indra Adi Hartanto,926943,3,1,4,1,1,3,3,1,4,33
EMP100524,5.0,2025,Hadi Nugroho,214245,2,2,2,1,4,2,3,3,2,23
EMP100525,3.0,2025,Umar Fauziah,505954,4,1,4,3,4,2,2,4,6,79
EMP100526,4.0,2025,Kartika Maulana,497248,4,1,5,3,3,2,3,4,6,82
EMP100527,3.0,2025,Rendra Situmorang,420241,3,4,6,6,2,2,2,4,5,50
EMP100528,3.0,2025,Lestari Suharto,657020,3,4,5,2,4,3,1,3,3,18
EMP100529,3.0,2025,Anisa Lukman,868144,2,4,4,1,2,2,1,1,1,46
EMP100530,,2025,Rizki Lestari Suharto,567757,2,2,2,4,1,2,3,2,1,56
EMP100531,4.0,2025,Bella Erlangga Pratama,286789,4,4,1,2,5,2,3,1,2,1
EMP100532,3.0,2025,Umar Baskara Gunawan,265182,3,1,2,1,4,2,1,1,3,41
EMP100533,3.0,2025,Fajar Ananda,208101,1,3,1,4,5,1,3,4,6,19
EMP100534,3.0,2025,Rama Kurniawan,280618,4,1,4,6,2,3,2,3,6,20
EMP100535,,2025,Wahyu Nabila Saputra,448793,2,3,6,2,5,3,2,3,1,57
EMP100536,5.0,2025,Eko Gunawan,354263,4,4,5,5,5,3,2,1,1,79
EMP100537,2.0,2025,Iman Yulianto,641586,2,1,2,6,1,2,1,3,2,34
EMP100538,4.0,2025,Maya Gunawan,761826,2,1,2,6,3,2,2,4,4,39
EMP100539,4.0,2025,Teguh Dharma Indrawan,632475,3,3,4,6,5,3,1,4,2,21
EMP100540,1.0,2025,Anisa Halim Ramadhan,179922,2,2,3,3,2,1,3,3,5,47
EMP100541,4.0,2025,Dinda Candra Pamungkas,585878,3,1,6,6,5,2,2,4,1,30
EMP100542,3.0,2025,Ahmad Situmorang,108424,3,1,2,5,3,3,3,2,6,78
EMP100543,4.0,2025,Teguh Fadillah Ramadhan,514092,3,2,4,1,4,2,3,4,2,57
EMP100544,,2025,Citra Putra,512663,4,2,5,4,1,1,3,3,2,50
EMP100545,3.0,2025,Adit Firmansyah,424202,1,2,4,4,4,2,1,4,6,54
EMP100546,3.0,2025,Nadia Saputra Kusuma,767202,2,4,4,5,1,1,3,4,5,77
EMP100547,4.0,2025,Nabila Anggara,508164,4,1,3,3,1,2,1,2,1,28
EMP100548,5.0,2025,Fajar Suharto,452688,4,4,2,4,1,1,2,3,3,88
EMP100549,2.0,2025,Lestari Aji Subekti,559744,1,3,4,4,2,1,3,4,3,22
EMP100550,5.0,2025,Hadi Hartanto,391464,3,1,3,3,3,2,2,3,5,68
EMP100551,2.0,2025,Mahendra Aji Permadi,124271,3,4,1,2,5,3,3,3,2,33
EMP100552,1.0,2025,Vania Syahputra,394697,4,3,3,5,3,1,3,1,3,69
EMP100553,3.0,2025,Lestari Kurniawan,989565,3,2,2,3,4,1,2,1,1,31
EMP100554,5.0,2025,Intan Saputra,233259,4,1,4,4,5,3,3,1,2,83
EMP100555,3.0,2025,Rani Anugrah Ridwan,236227,4,4,6,5,2,1,1,1,5,2
EMP100556,3.0,2025,Hadi Rohman,110531,3,1,2,5,5,2,1,3,4,61
EMP100557,3.0,2025,Rizka Subekti,442226,2,1,1,6,4,2,2,2,1,59
EMP100558,,2025,Joko Kurniawan,881556,3,1,6,2,2,2,1,4,4,79
EMP100559,,2025,Ayunda Anggara,293095,3,2,6,6,5,3,2,4,2,26
EMP100560,,2025,Adit Zulfikar Hidayat,473938,3,4,1,6,4,2,2,1,2,63
EMP100561,4.0,2025,Valdo Santoso,689781,3,4,6,5,3,1,1,1,3,0
EMP100562,3.0,2025,Utami Suharto,666114,1,2,1,6,4,3,1,4,4,24
EMP100563,2.0,2025,Dinda Maulida,347632,3,2,2,3,5,2,2,2,4,9
EMP100564,3.0,2025,Maya Candra Lukman,394860,2,4,2,2,3,2,3,4,3,27
EMP100565,2.0,2025,Anisa Pramudita Maulana,911583,2,1,3,5,3,2,3,1,2,28
EMP100566,3.0,2025,Rendra Setiawan,661335,1,1,6,4,2,3,2,1,4,95
EMP100567,3.0,2025,Nurlita Ananda,391102,2,4,1,3,5,3,1,4,1,79
EMP100568,4.0,2025,Hana Dharma Gunawan,151270,2,3,6,5,4,3,1,2,3,61
EMP100569,5.0,2025,Zaki Anggara,401004,4,3,6,1,5,1,1,3,3,30
EMP100570,3.0,2025,Dewi Mahardika Purnama,529446,2,3,6,4,4,2,3,3,6,72
EMP100571,5.0,2025,Yuni Setiawan,809305,4,1,4,5,3,2,3,3,2,40
EMP100572,2.0,2025,Rama Pradana,621816,3,1,2,1,5,1,2,1,3,53
EMP100573,2.0,2025,Arif Pramudita Syahputra,979823,1,3,2,3,3,2,1,1,2,15
EMP100574,,2025,Kartika Putra,698987,2,3,2,5,1,1,3,3,2,64
EMP100575,3.0,2025,Prasetyo Handayani,978825,3,3,4,6,5,2,2,2,6,10
EMP100576,4.0,2025,Andi Wijaya Kusuma,344402,3,2,4,1,2,2,1,4,6,48
EMP100577,2.0,2025,Umar Anugrah Hidayat,169857,4,3,2,3,1,2,1,3,3,79
EMP100578,4.0,2025,Teguh Anggara,367278,4,1,5,1,4,2,1,1,2,72
EMP100579,3.0,2025,Yoga Sinaga,451139,3,1,6,3,1,1,2,3,1,55
EMP100580,1.0,2025,Adi Lukman,469086,1,3,3,2,3,3,3,3,4,39
EMP100581,2.0,2025,Wahyu Dharma Santoso,990199,4,1,5,3,5,3,3,1,3,41
EMP100582,3.0,2025,Wulan Nabila Fauziah,620375,2,1,4,2,2,3,3,1,2,58
EMP100583,3.0,2025,Dinda Zulfikar Herlambang,775302,4,1,6,1,4,2,3,4,5,75
EMP100584,2.0,2025,Satya Ananda,506260,2,3,3,3,1,3,2,1,1,80
EMP100585,1.0,2025,Indra Rohman,388751,4,1,6,6,3,3,1,3,4,18
EMP100586,4.0,2025,Adit Hartanto,923680,1,2,4,6,2,3,3,1,1,33
EMP100587,3.0,2025,Nabila Syahputra,173877,1,3,4,3,3,1,3,2,1,54
EMP100588,,2025,Intan Rohman,185888,1,4,5,5,4,2,3,1,3,84
EMP100589,3.0,2025,Anisa Tri Pamungkas,832493,2,3,2,4,2,1,1,1,1,41
EMP100590,1.0,2025,Putri Rachman Hartanto,651557,2,1,5,4,3,2,2,2,3,59
EMP100591,5.0,2025,Kurnia Ginting,535552,4,3,5,3,3,3,2,2,4,52
