employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,papi_score
EMP100490,Cahyo Suharto,876642,1,1,5,5,3,1,2,3,5,44,33,61,CI,Conscientious-Influencer,ESFJ,80.0,31.0,4,4.368421052631579
EMP100491,Gita Anggara,373972,1,1,3,6,5,2,1,1,4,85,92,76,ID,Influencer-Dominant,ENFP,89.0,26.0,8,5.45
EMP100492,Ahmad Lestari Handayani,133776,4,1,4,6,3,3,1,4,2,74,41,55,DC,Dominant-Conscientious,ISTJ,90.0,31.0,9,3.9444444444444446
EMP100493,Nurlita Wijaya,387766,3,1,6,5,3,2,1,4,4,47,71,81,CD,Conscientious-Dominant,ESFJ,112.0,25.0,2,4.3
EMP100494,Dwi Mahardika Anggara,597410,1,4,4,3,1,2,2,1,3,30,41,44,IS,Influencer-Steadiness,INTJ,95.0,24.0,6,5.25
EMP100495,Gita Ganesha Zulfikar,169722,1,3,4,3,5,3,2,3,3,64,29,32,DI,Dominant-Influencer,ISTP,81.0,27.0,8,4.588235294117647
EMP100496,Intan Wijaya Pratomo,896918,2,2,1,4,2,3,2,1,5,74,43,81,SI,Steadiness-Influencer,ISTP,,,4,4.473684210526316
EMP100497,Oka Syahputra,629244,1,1,4,2,1,2,3,3,4,38,67,23,,Steadiness-Conscientious,INTP,87.0,31.0,5,4.388888888888889
EMP100498,Fitri Situmorang,983548,1,1,4,1,5,2,2,4,4,58,65,99,IS,Influencer-Steadiness,ENTJ,80.0,41.0,9,4.947368421052632
EMP100499,Adit Herlambang,579047,1,3,2,4,1,1,1,3,3,43,27,24,CS,Conscientious-Steadiness,ISFJ,,,7,5.125
EMP100500,Yoga Mahardika Gunawan,848425,3,3,6,3,5,3,1,4,2,16,71,39,DC,Dominant-Conscientious,ENFP,117.0,27.0,3,5.176470588235294
EMP100501,Rifqi Rachman Santoso,940942,1,3,5,5,4,3,1,4,6,36,34,54,CD,Conscientious-Dominant,enfp,122.0,25.0,9,5.625
EMP100502,Wahyu Hasibuan,753133,2,2,6,5,5,3,2,4,5,59,55,68,CD,Conscientious-Dominant,ESTJ,81.0,13.0,2,5.222222222222222
EMP100503,Prasetyo Ganesha Ramadhan,125536,4,3,4,2,1,3,1,2,4,44,32,78,CS,Conscientious-Steadiness,INTP,86.0,40.0,4,4.894736842105263
EMP100504,Kartika Halim Ginting,809245,3,2,2,6,5,3,2,1,2,47,23,21,CD,Conscientious-Dominant,ENTJ,113.0,23.0,6,5.111111111111111
EMP100505,Intan Pramudita Maulida,741605,1,1,5,2,4,3,3,3,6,66,89,78,CD,Conscientious-Dominant,ENTJ,98.0,32.0,5,4.533333333333333
EMP100506,Cahyo Iqbal Suharto,749189,2,3,1,1,3,1,1,4,6,82,93,89,DC,Dominant-Conscientious,INTJ,102.0,20.0,8,5.0
EMP100507,Dewi Rahmawati,878742,2,1,1,5,3,3,2,3,6,44,68,65,DS,Dominant-Steadiness,INFJ,81.0,32.0,10,5.15
EMP100508,Sari Nabila Halim,125862,4,4,3,3,4,2,1,4,3,41,89,20,DI,Dominant-Influencer,ENTJ,107.0,26.0,5,6.0
EMP100509,Zaki Tri Lestari,431599,2,4,1,1,2,3,2,2,2,47,81,55,,Steadiness-Conscientious,ISFP,85.0,22.0,1,6.15
EMP100510,Rizky Lestari Situmorang,384721,2,1,4,3,4,3,2,2,6,46,35,66,CD,Conscientious-Dominant,INTP,82.0,23.0,6,5.666666666666667
EMP100511,Nugroho Saputra,370041,2,1,5,1,2,2,3,1,3,29,59,93,SD,Steadiness-Dominant,,135.0,31.0,8,5.5
EMP100512,Valdo Ginting,923589,3,4,2,6,4,3,3,2,5,52,31,72,SC,Steadiness-Conscientious,ISFJ,101.0,19.0,6,5.0
EMP100513,Nabila Fadillah Setiawan,450065,1,1,6,6,1,1,3,1,2,59,26,33,DC,Dominant-Conscientious,ENTP,109.0,29.0,9,4.941176470588236
EMP100514,Fitri Saputra Yulianto,844504,2,4,4,5,4,2,3,2,1,64,43,85,ID,Influencer-Dominant,,91.0,28.0,9,4.944444444444445
EMP100515,Cahyo Handayani,509749,1,3,3,3,5,1,1,3,6,65,74,81,CS,Conscientious-Steadiness,INFJ,82.0,24.0,8,5.1
EMP100516,Yoga Nugroho,815764,2,2,1,6,2,1,1,3,4,37,83,34,DI,Dominant-Influencer,ESTP,100.0,14.0,5,4.7368421052631575
EMP100517,Rendra Wibowo,748583,4,3,6,4,1,2,3,2,3,27,56,48,IC,Influencer-Conscientious,ISTP,,,3,6.65
EMP100518,Hana Erlangga Gunawan,250311,1,3,1,6,3,1,3,3,5,83,71,78,SI,Steadiness-Influencer,ENTJ,92.0,31.0,3,5.529411764705882
EMP100519,Teguh Indrawan,782845,2,3,5,6,1,1,2,4,1,56,34,53,CI,Conscientious-Influencer,,131.0,27.0,6,4.2105263157894735
EMP100520,Rifqi Kusuma Wibowo,265403,3,1,1,1,1,3,2,3,3,74,95,44,SI,Steadiness-Influencer,ENFJ,86.0,28.0,5,5.5
EMP100521,Nadia Gunawan,928685,2,3,2,6,2,3,3,1,6,35,60,62,SI,Steadiness-Influencer,ESFP,100.0,34.0,7,3.8333333333333335
EMP100522,Nabila Yudhistira Salsabila,963792,1,1,6,4,5,1,3,3,5,63,70,71,CI,Conscientious-Influencer,INFJ,,,8,5.111111111111111
EMP100523,Indra Adi Hartanto,926943,3,1,4,1,1,3,3,1,4,33,86,23,SC,Steadiness-Conscientious,INTP,134.0,25.0,2,5.65
EMP100524,Hadi Nugroho,214245,2,2,2,1,4,2,3,3,2,23,73,84,CI,Conscientious-Influencer,,94.0,25.0,2,4.578947368421052
EMP100525,Umar Fauziah,505954,4,1,4,3,4,2,2,4,6,79,99,79,DI,Dominant-Influencer,ESFJ,105.0,28.0,1,4.684210526315789
EMP100526,Kartika Maulana,497248,4,1,5,3,3,2,3,4,6,82,27,31,DS,Dominant-Steadiness,INTP,96.0,29.0,8,5.052631578947368
EMP100527,Rendra Situmorang,420241,3,4,6,6,2,2,2,4,5,50,77,58,SD,Steadiness-Dominant,ISTP,133.0,35.0,4,5.333333333333333
EMP100528,Lestari Suharto,657020,3,4,5,2,4,3,1,3,3,18,29,20,SC,Steadiness-Conscientious,INTJ,85.0,37.0,1,4.473684210526316
EMP100529,Anisa Lukman,868144,2,4,4,1,2,2,1,1,1,46,52,33,ID,Influencer-Dominant,ENTJ,108.0,24.0,3,5.111111111111111
EMP100530,Rizki Lestari Suharto,567757,2,2,2,4,1,2,3,2,1,56,81,64,ID,Influencer-Dominant,INTJ,,,4,5.2105263157894735
EMP100531,Bella Erlangga Pratama,286789,4,4,1,2,5,2,3,1,2,1,31,87,SD,Steadiness-Dominant,ISTP,,27.0,5,5.722222222222222
EMP100532,Umar Baskara Gunawan,265182,3,1,2,1,4,2,1,1,3,41,61,53,CI,Conscientious-Influencer,ISFJ,,25.0,10,5.4
EMP100533,Fajar Ananda,208101,1,3,1,4,5,1,3,4,6,19,52,31,SI,Steadiness-Influencer,INFJ,,,8,4.666666666666667
EMP100534,Rama Kurniawan,280618,4,1,4,6,2,3,2,3,6,20,54,79,SC,Steadiness-Conscientious,ESFJ,103.0,17.0,4,6.35
EMP100535,Wahyu Nabila Saputra,448793,2,3,6,2,5,3,2,3,1,57,34,81,CI,Conscientious-Influencer,ISFJ,132.0,27.0,9,5.105263157894737
EMP100536,Eko Gunawan,354263,4,4,5,5,5,3,2,1,1,79,23,60,SC,Steadiness-Conscientious,ISFP,121.0,19.0,9,4.944444444444445
EMP100537,Iman Yulianto,641586,2,1,2,6,1,2,1,3,2,34,36,62,,Conscientious-Steadiness,ISFP,100.0,25.0,1,5.3
EMP100538,Maya Gunawan,761826,2,1,2,6,3,2,2,4,4,39,33,77,SI,Steadiness-Influencer,,126.0,33.0,2,4.944444444444445
EMP100539,Teguh Dharma Indrawan,632475,3,3,4,6,5,3,1,4,2,21,22,96,CI,Conscientious-Influencer,ESFJ,94.0,40.0,6,4.111111111111111
EMP100540,Anisa Halim Ramadhan,179922,2,2,3,3,2,1,3,3,5,47,43,44,DS,Dominant-Steadiness,ENTP,106.0,26.0,1,4.947368421052632
EMP100541,Dinda Candra Pamungkas,585878,3,1,6,6,5,2,2,4,1,30,87,67,DI,Dominant-Influencer,ENFJ,115.0,22.0,6,4.15
EMP100542,Ahmad Situmorang,108424,3,1,2,5,3,3,3,2,6,78,97,76,DS,Dominant-Steadiness,ENTP,131.0,26.0,7,4.941176470588236
EMP100543,Teguh Fadillah Ramadhan,514092,3,2,4,1,4,2,3,4,2,57,39,74,IS,Influencer-Steadiness,,85.0,41.0,5,5.0
EMP100544,Citra Putra,512663,4,2,5,4,1,1,3,3,2,50,87,25,DI,Dominant-Influencer,INTP,,,8,6.0
EMP100545,Adit Firmansyah,424202,1,2,4,4,4,2,1,4,6,54,71,77,IC,Influencer-Conscientious,ESTJ,,,10,4.35
EMP100546,Nadia Saputra Kusuma,767202,2,4,4,5,1,1,3,4,5,77,31,62,ID,Influencer-Dominant,ESTP,136.0,23.0,6,4.5
EMP100547,Nabila Anggara,508164,4,1,3,3,1,2,1,2,1,28,84,57,CI,Conscientious-Influencer,ISFJ,134.0,27.0,9,4.352941176470588
EMP100548,Fajar Suharto,452688,4,4,2,4,1,1,2,3,3,88,74,68,IS,Influencer-Steadiness,ESTP,,,8,5.3
EMP100549,Lestari Aji Subekti,559744,1,3,4,4,2,1,3,4,3,22,78,64,IC,Influencer-Conscientious,INTP,,,8,3.95
EMP100550,Hadi Hartanto,391464,3,1,3,3,3,2,2,3,5,68,72,69,IC,Influencer-Conscientious,ENFJ,109.0,20.0,5,5.368421052631579
EMP100551,Mahendra Aji Permadi,124271,3,4,1,2,5,3,3,3,2,33,38,35,SD,Steadiness-Dominant,INTJ,109.0,35.0,1,5.388888888888889
EMP100552,Vania Syahputra,394697,4,3,3,5,3,1,3,1,3,69,88,23,SI,Steadiness-Influencer,ENTJ,137.0,27.0,1,5.882352941176471
EMP100553,Lestari Kurniawan,989565,3,2,2,3,4,1,2,1,1,31,24,94,CI,Conscientious-Influencer,ENTP,107.0,29.0,3,5.333333333333333
EMP100554,Intan Saputra,233259,4,1,4,4,5,3,3,1,2,83,39,93,SC,Steadiness-Conscientious,ENFJ,,,2,5.111111111111111
EMP100555,Rani Anugrah Ridwan,236227,4,4,6,5,2,1,1,1,5,2,89,68,IS,Influencer-Steadiness,ENFP,99.0,25.0,5,5.8
EMP100556,Hadi Rohman,110531,3,1,2,5,5,2,1,3,4,61,81,37,CD,Conscientious-Dominant,ENTJ,107.0,30.0,2,4.777777777777778
EMP100557,Rizka Subekti,442226,2,1,1,6,4,2,2,2,1,59,71,49,CD,Conscientious-Dominant,ESTJ,102.0,28.0,1,4.722222222222222
EMP100558,Joko Kurniawan,881556,3,1,6,2,2,2,1,4,4,79,36,20,CS,Conscientious-Steadiness,ISTJ,,29.0,10,4.222222222222222
EMP100559,Ayunda Anggara,293095,3,2,6,6,5,3,2,4,2,26,79,88,CI,Conscientious-Influencer,ISFP,133.0,22.0,10,5.4
EMP100560,Adit Zulfikar Hidayat,473938,3,4,1,6,4,2,2,1,2,63,46,55,IC,Influencer-Conscientious,ENTP,137.0,16.0,7,4.6
EMP100561,Valdo Santoso,689781,3,4,6,5,3,1,1,1,3,0,68,92,SC,Steadiness-Conscientious,ESFP,82.0,29.0,7,5.611111111111111
EMP100562,Utami Suharto,666114,1,2,1,6,4,3,1,4,4,24,67,42,DC,Dominant-Conscientious,ENTP,89.0,26.0,1,4.65
EMP100563,Dinda Maulida,347632,3,2,2,3,5,2,2,2,4,9,42,70,DC,Dominant-Conscientious,,105.0,33.0,1,5.105263157894737
EMP100564,Maya Candra Lukman,394860,2,4,2,2,3,2,3,4,3,27,41,78,,Influencer-Dominant,INFP,104.0,16.0,6,4.944444444444445
EMP100565,Anisa Pramudita Maulana,911583,2,1,3,5,3,2,3,1,2,28,41,85,SI,Steadiness-Influencer,INTP,119.0,29.0,10,4.277777777777778
EMP100566,Rendra Setiawan,661335,1,1,6,4,2,3,2,1,4,95,63,53,SC,Steadiness-Conscientious,ENFJ,,,4,5.764705882352941
EMP100567,Nurlita Ananda,391102,2,4,1,3,5,3,1,4,1,79,81,55,CD,Conscientious-Dominant,ESFP,87.0,22.0,6,4.833333333333333
EMP100568,Hana Dharma Gunawan,151270,2,3,6,5,4,3,1,2,3,61,71,89,,Steadiness-Influencer,ENTJ,96.0,24.0,1,5.421052631578948
EMP100569,Zaki Anggara,401004,4,3,6,1,5,1,1,3,3,30,54,57,IS,Influencer-Steadiness,ISFJ,85.0,34.0,10,5.368421052631579
EMP100570,Dewi Mahardika Purnama,529446,2,3,6,4,4,2,3,3,6,72,51,70,IS,Influencer-Steadiness,ENFJ,,,9,5.176470588235294
EMP100571,Yuni Setiawan,809305,4,1,4,5,3,2,3,3,2,40,98,40,DS,Dominant-Steadiness,ESFP,139.0,39.0,10,5.277777777777778
EMP100572,Rama Pradana,621816,3,1,2,1,5,1,2,1,3,53,60,65,CS,Conscientious-Steadiness,INFP,135.0,18.0,3,5.777777777777778
EMP100573,Arif Pramudita Syahputra,979823,1,3,2,3,3,2,1,1,2,15,45,84,SD,Steadiness-Dominant,ESTP,135.0,22.0,1,4.25
EMP100574,Kartika Putra,698987,2,3,2,5,1,1,3,3,2,64,27,59,IS,Influencer-Steadiness,INFP,116.0,33.0,4,4.444444444444445
EMP100575,Prasetyo Handayani,978825,3,3,4,6,5,2,2,2,6,10,68,81,,Steadiness-Conscientious,INFP,108.0,31.0,1,4.277777777777778
EMP100576,Andi Wijaya Kusuma,344402,3,2,4,1,2,2,1,4,6,48,34,40,DS,Dominant-Steadiness,ENFP,99.0,37.0,6,5.473684210526316
EMP100577,Umar Anugrah Hidayat,169857,4,3,2,3,1,2,1,3,3,79,34,25,SD,Steadiness-Dominant,ENFP,,30.0,6,5.222222222222222
EMP100578,Teguh Anggara,367278,4,1,5,1,4,2,1,1,2,72,72,63,DC,Dominant-Conscientious,ENTJ,136.0,26.0,1,5.555555555555555
EMP100579,Yoga Sinaga,451139,3,1,6,3,1,1,2,3,1,55,43,48,ID,Influencer-Dominant,INFJ,130.0,29.0,8,5.0
EMP100580,Adi Lukman,469086,1,3,3,2,3,3,3,3,4,39,24,64,SD,Steadiness-Dominant,INFJ,97.0,37.0,8,5.9
EMP100581,Wahyu Dharma Santoso,990199,4,1,5,3,5,3,3,1,3,41,34,22,DI,Dominant-Influencer,ENTP,104.0,21.0,1,4.2631578947368425
EMP100582,Wulan Nabila Fauziah,620375,2,1,4,2,2,3,3,1,2,58,78,72,DC,Dominant-Conscientious,INFP,104.0,34.0,1,4.55
EMP100583,Dinda Zulfikar Herlambang,775302,4,1,6,1,4,2,3,4,5,75,87,27,DC,Dominant-Conscientious,,115.0,19.0,9,4.421052631578948
EMP100584,Satya Ananda,506260,2,3,3,3,1,3,2,1,1,80,63,34,,Dominant-Steadiness,ESFJ,119.0,33.0,1,5.05
EMP100585,Indra Rohman,388751,4,1,6,6,3,3,1,3,4,18,51,22,ID,Influencer-Dominant,INTJ,113.0,29.0,1,4.611111111111111
EMP100586,Adit Hartanto,923680,1,2,4,6,2,3,3,1,1,33,43,23,IS,Influencer-Steadiness,ENFJ,111.0,20.0,7,5.5
EMP100587,Nabila Syahputra,173877,1,3,4,3,3,1,3,2,1,54,66,95,ID,Influencer-Dominant,ENFP,113.0,25.0,2,4.941176470588236
EMP100588,Intan Rohman,185888,1,4,5,5,4,2,3,1,3,84,33,36,SC,Steadiness-Conscientious,ENTJ,102.0,33.0,10,5.444444444444445
EMP100589,Anisa Tri Pamungkas,832493,2,3,2,4,2,1,1,1,1,41,36,21,SD,Steadiness-Dominant,ENFP,,,9,4.2631578947368425
EMP100590,Putri Rachman Hartanto,651557,2,1,5,4,3,2,2,2,3,59,49,39,ID,Influencer-Dominant,INTJ,,,5,5.333333333333333
EMP100591,Kurnia Ginting,535552,4,3,5,3,3,3,2,2,4,52,46,39,SI,Steadiness-Influencer,ENFJ,86.0,28.0,4,5.055555555555555
EMP100592,Galih Handayani,454909,2,1,6,4,3,1,3,4,6,51,91,38,DI,Dominant-Influencer,ENTP,,,9,4.588235294117647
EMP100593,Hadi Santoso,718540,4,2,1,2,4,3,1,4,4,12,68,23,ID,Influencer-Dominant,ISFP,139.0,28.0,7,4.526315789473684
EMP100594,Teguh Sinaga,615125,4,2,4,2,3,2,1,1,3,73,23,31,DI,Dominant-Influencer,ESFP,134.0,41.0,10,5.277777777777778
EMP100595,Lestari Saputra,347680,2,1,2,4,2,2,3,1,6,84,70,70,SI,Steadiness-Influencer,ESTJ,,,2,5.421052631578948
EMP100596,Dimas Aji Hidayat,171964,1,4,6,4,4,1,3,3,4,50,21,36,,Conscientious-Influencer,,,,9,5.473684210526316
EMP100597,Fajar Maulana,810974,1,1,1,6,2,3,1,3,2,58,86,81,IS,Influencer-Steadiness,INTJ,97.0,27.0,1,4.722222222222222
EMP100598,Adit Aji Tamba,330408,1,4,6,5,2,1,1,2,6,39,53,94,,Conscientious-Influencer,,124.0,24.0,2,3.5789473684210527
EMP100599,Dimas Kurniawan,545270,2,1,2,2,1,1,3,4,1,16,49,86,CD,Conscientious-Dominant,INFP,81.0,23.0,5,4.588235294117647
EMP100600,Zaki Wijaya,183834,4,4,4,2,3,1,3,4,5,12,46,56,SI,Steadiness-Influencer,ISTJ,137.0,18.0,7,5.666666666666667
EMP100601,Nurlita Subekti,916084,4,2,3,2,2,2,2,2,2,70,52,37,CD,Conscientious-Dominant,ISFP,123.0,23.0,1,5.888888888888889
EMP100602,Rifqi Ananda,804854,4,4,1,2,1,3,2,1,1,53,29,66,DS,Dominant-Steadiness,ESTP,,33.0,6,5.222222222222222
EMP100603,Ahmad Handayani,490479,3,1,6,1,5,3,3,4,2,71,70,59,CS,Conscientious-Steadiness,ISTJ,107.0,22.0,5,5.2105263157894735
EMP100604,Yoga Lukman,218375,3,2,4,4,5,3,1,3,5,1,94,61,CS,Conscientious-Steadiness,ISTP,,,6,6.4
EMP100605,Dwi Anggara,969799,1,3,1,4,5,2,3,3,3,73,89,90,ID,Influencer-Dominant,ISTP,,,4,5.684210526315789
EMP100606,Wulan Candra Saputra,597645,2,1,1,6,1,3,1,2,3,52,51,97,CD,Conscientious-Dominant,ENFJ,97.0,28.0,4,5.222222222222222
EMP100607,Rifqi Halim,676526,2,4,5,6,3,2,3,1,6,77,66,44,,Influencer-Steadiness,ENTP,82.0,26.0,2,4.421052631578948
EMP100608,Rani Kurniawan,984426,1,4,6,6,4,1,3,4,2,17,31,31,DS,Dominant-Steadiness,ENTJ,,19.0,8,4.684210526315789
EMP100609,Oktavia Nabila Ginting,886572,4,2,6,3,2,1,3,3,5,45,25,39,,Steadiness-Influencer,ENFP,114.0,26.0,8,4.3
EMP100610,Hana Rohman,363463,2,4,1,5,5,1,3,3,4,71,47,70,ID,Influencer-Dominant,ISFJ,94.0,28.0,3,4.3
EMP100611,Indra Sinaga,461530,1,2,6,1,2,3,1,1,6,83,42,100,IC,Influencer-Conscientious,,114.0,26.0,10,4.947368421052632
EMP100612,Adit Utami,645697,1,4,5,1,3,1,3,2,1,87,38,85,CI,Conscientious-Influencer,ESFP,115.0,12.0,5,4.315789473684211
EMP100613,Cahyo Nabila Situmorang,117437,2,3,6,1,4,3,2,2,6,24,41,82,IC,Influencer-Conscientious,ESTP,114.0,20.0,4,4.894736842105263
EMP100614,Cahyo Pratama,887756,4,2,3,1,3,1,2,2,1,25,40,39,,Influencer-Conscientious,ESFP,133.0,28.0,10,5.294117647058823
EMP100615,Ahmad Halim Nugroho,980688,2,1,4,5,1,3,1,4,1,86,79,50,SI,Steadiness-Influencer,ISTP,139.0,29.0,10,4.944444444444445
EMP100616,Nadia Ramadhan,954078,2,4,3,2,2,2,2,4,2,46,86,92,SI,Steadiness-Influencer,ESTP,88.0,30.0,8,4.1
EMP100617,Eko Rahmawati,649579,4,1,1,1,3,1,3,4,5,32,22,78,DC,Dominant-Conscientious,ENFJ,104.0,29.0,2,7.1
EMP100618,Arif Ramadhan,343530,1,4,2,1,4,3,1,1,3,81,95,72,,Dominant-Influencer,ISTJ,140.0,34.0,1,4.555555555555555
EMP100619,Adi Candra Firmansyah,655260,3,2,1,2,3,1,2,4,1,49,33,93,SC,Steadiness-Conscientious,ISTJ,114.0,21.0,10,4.277777777777778
EMP100620,Oka Kusuma,908837,4,2,3,5,4,1,2,4,3,76,83,62,CI,Conscientious-Influencer,ENTP,119.0,38.0,2,4.578947368421052
EMP100621,Zahra Fauziah,482321,3,2,6,1,1,3,1,4,5,77,38,47,CS,Conscientious-Steadiness,ENFP,87.0,23.0,9,4.176470588235294
EMP100622,Ahmad Anugrah Anggara,858526,1,3,2,5,2,3,1,1,1,20,71,65,,Dominant-Influencer,ENTP,90.0,24.0,5,6.0588235294117645
EMP100623,Hadi Simanjuntak,213338,1,1,3,3,3,1,3,1,2,53,52,60,SC,Steadiness-Conscientious,ENTJ,82.0,32.0,6,4.526315789473684
EMP100624,Luthfi Firmansyah,839593,2,4,4,6,4,1,3,1,4,38,46,89,CI,Conscientious-Influencer,ENTJ,95.0,33.0,3,5.125
EMP100625,Dwi Utami,851937,4,2,4,2,2,3,3,3,3,83,81,53,DI,Dominant-Influencer,ENTJ,132.0,30.0,9,5.0588235294117645
EMP100626,Arif Nugroho,716358,2,1,4,2,3,1,3,2,6,8,54,28,DI,Dominant-Influencer,ISFJ,81.0,32.0,8,4.3125
EMP100627,Hadi Handayani,462656,3,3,6,5,4,2,2,3,2,19,96,72,SC,Steadiness-Conscientious,INTP,106.0,26.0,9,5.777777777777778
EMP100628,Fitri Dharma Siregar,777098,2,4,5,6,5,3,1,2,1,12,86,33,SC,Steadiness-Conscientious,ESTJ,84.0,31.0,7,4.944444444444445
EMP100629,Mahendra Subekti,197973,2,3,1,6,2,1,3,2,1,34,28,33,CS,Conscientious-Steadiness,ISFP,124.0,32.0,1,4.888888888888889
EMP100630,Maya Candra Maulida,606823,1,1,5,4,2,3,3,1,2,8,60,96,CS,Conscientious-Steadiness,ENTP,,,5,5.352941176470588
EMP100631,Zahra Dharma Zulfikar,722067,3,3,4,6,3,1,2,4,6,58,90,26,,Steadiness-Conscientious,ENTP,119.0,26.0,9,5.631578947368421
EMP100632,Rani Pramudita Suharto,898636,1,4,3,4,2,3,2,3,1,77,62,69,DS,Dominant-Steadiness,ESFJ,,,3,4.2105263157894735
EMP100633,Dewi Setiawan,932462,1,4,5,3,4,1,3,4,2,54,83,92,DC,Dominant-Conscientious,INTP,110.0,20.0,9,5.2105263157894735
EMP100634,Nugroho Pratama,340616,3,1,1,5,3,2,2,1,3,55,52,71,CD,Conscientious-Dominant,ENTP,117.0,28.0,5,3.2777777777777777
EMP100635,Umar Dharma Fauziah,809242,1,1,4,5,1,3,2,1,4,19,64,62,SD,Steadiness-Dominant,INTP,133.0,17.0,1,4.5625
EMP100636,Rama Aji Wibowo,416363,2,2,3,2,1,3,3,1,6,76,24,49,IS,Influencer-Steadiness,ENFJ,80.0,34.0,3,5.0625
EMP100637,Rani Adi Simanjuntak,701057,3,2,4,6,1,1,3,3,4,52,31,26,SI,Steadiness-Influencer,ISTP,105.0,22.0,10,4.7368421052631575
EMP100638,Budi Yudhistira Permadi,264996,2,1,3,4,5,1,3,1,2,64,47,47,ID,Influencer-Dominant,ISFP,,,1,5.823529411764706
EMP100639,Iman Pratama,299914,2,2,5,2,4,2,2,3,1,54,94,52,DC,Dominant-Conscientious,INFP,138.0,27.0,1,5.1875
EMP100640,Dewi Yudhistira Putra,180730,2,1,5,5,4,2,2,1,3,7,80,47,DI,Dominant-Influencer,ESTJ,135.0,23.0,8,5.0588235294117645
EMP100641,Julia Simanjuntak,446470,2,3,4,4,4,2,2,3,1,70,37,100,IS,Influencer-Steadiness,enfp,,,10,5.647058823529412
EMP100642,Umar Halim Pradana,851298,3,4,6,6,2,1,1,2,1,69,31,67,SC,Steadiness-Conscientious,ENFJ,106.0,39.0,5,6.5
EMP100643,Dewi Yulianto,762480,4,4,3,3,5,2,1,2,5,64,87,45,ID,Influencer-Dominant,ISFJ,135.0,18.0,1,5.117647058823529
EMP100644,Ayunda Hartanto,178777,2,2,3,3,3,3,1,4,2,69,49,87,DI,Dominant-Influencer,ESFJ,98.0,36.0,7,5.5
EMP100645,Yoga Iqbal Santoso,928180,1,1,5,5,4,3,2,4,5,26,37,66,SI,Steadiness-Influencer,ISFP,82.0,37.0,1,4.6
EMP100646,Oktavia Ananda,994852,4,2,5,3,3,1,1,3,2,62,67,29,DC,Dominant-Conscientious,INFJ,126.0,37.0,10,5.45
EMP100647,Vania Ganesha Ananda,989531,3,4,2,5,2,2,1,2,6,82,69,93,CD,Conscientious-Dominant,ISTJ,117.0,17.0,3,5.052631578947368
EMP100648,Sari Mahardika Firmansyah,573542,1,2,3,4,5,2,1,2,4,72,88,44,,Steadiness-Influencer,,,,6,4.684210526315789
EMP100649,Wahyu Dharma Handayani,181669,2,1,1,1,4,2,2,2,6,48,24,80,ID,Influencer-Dominant,ISFJ,99.0,26.0,7,3.842105263157895
EMP100650,Rifqi Kurniawan,965520,1,4,2,4,5,3,2,3,3,23,85,79,DI,Dominant-Influencer,ESTP,,,6,4.631578947368421
EMP100651,Novi Pamungkas,926032,3,1,1,3,5,2,3,4,3,56,56,79,SC,Steadiness-Conscientious,ESTP,117.0,28.0,10,4.421052631578948
EMP100652,Eko Mahardika Lukman,840203,3,4,6,3,1,2,1,4,4,58,60,64,DS,Dominant-Steadiness,INTJ,122.0,22.0,2,4.65
EMP100653,Intan Pratama,581062,1,1,4,6,5,1,2,3,5,0,58,72,DS,Dominant-Steadiness,ISTJ,111.0,26.0,2,6.111111111111111
EMP100654,Prasetyo Hidayat,821489,3,4,5,5,3,3,1,1,6,29,44,28,CD,Conscientious-Dominant,ESTP,,15.0,1,5.176470588235294
EMP100655,Novi Lestari,704863,4,2,5,4,2,1,3,2,2,88,53,69,,Dominant-Conscientious,ENFJ,,,9,4.833333333333333
EMP100656,Joko Herlambang,405944,2,4,5,3,3,1,1,1,6,92,76,61,IS,Influencer-Steadiness,INFJ,96.0,22.0,6,5.529411764705882
EMP100657,Rendra Anugrah Maulida,664536,1,2,4,1,2,1,3,1,4,76,54,66,IS,Influencer-Steadiness,ISFJ,84.0,27.0,7,4.9
EMP100658,Nurlita Jatmiko Salsabila,604659,2,1,1,6,4,2,1,4,6,149,45,84,SD,Steadiness-Dominant,ESFP,109.0,28.0,5,5.526315789473684
EMP100659,Bella Utami,693802,3,4,4,2,3,3,2,4,6,26,34,74,IC,Influencer-Conscientious,ISFJ,133.0,33.0,10,6.05
EMP100660,Anisa Putra,254748,2,1,6,6,1,2,2,2,1,36,58,37,ID,Influencer-Dominant,ENFP,126.0,35.0,9,5.388888888888889
EMP100661,Budi Siregar,148430,2,3,3,5,2,3,3,4,6,69,57,26,DC,Dominant-Conscientious,INFP,103.0,20.0,6,5.85
EMP100662,Utami Pratama,461079,4,4,1,3,5,3,1,2,2,67,87,93,CI,Conscientious-Influencer,ENTP,119.0,33.0,6,4.2631578947368425
EMP100663,Rifqi Jatmiko Indrawan,654291,2,2,3,5,3,2,1,4,3,55,23,52,IS,Influencer-Steadiness,ENTJ,123.0,32.0,8,4.75
EMP100664,Zaki Rachman Putra,577970,4,3,5,2,4,1,1,2,6,19,59,24,SD,Steadiness-Dominant,ENFP,101.0,34.0,2,5.65
EMP100665,Rendra Ridwan,418258,3,2,5,2,2,3,3,3,3,42,41,55,DS,Dominant-Steadiness,ESFP,102.0,30.0,8,4.882352941176471
